"";"Site.ID";"Site";"Location";"Region";"Period";"Start.BP.site";"End.BP.site";"Start.BP";"End.BP";"C14.Date";"C14...";"Start.BP.14c";"End.BP.14c";"Latitude";"Longitude";"Study.ID";"Individual.ID";"Sample.ID";"Averaged";"Sex";"Age";"Age_Cat";"C.b.coll.";"N.b.coll.";"C.N..bone.";"CN.accept";"X..collagen.yield..bone.";"elevation";"dist2coast";"d2coast_km";"elev.factor";"Temp_Mean";"Precip_Mean";"Temp_Mean_Seasonality";"Precip_Mean_Seasonality";"Temp_Mean.sd";"Precip_Mean.sd";"Temp_Mean_Seasonality.sd";"Precip_Mean_Seasonality.sd";"Demography.kde.14c";"Demography.kde.corr.14c";"Demography.kde.14c.sd";"Demography.kde.corr.14c.sd";"Citations";"median.year"
"266";"Las Trancas Valley IMP";"Las Trancas Valley";"Nasca Basin";"South Coast";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-149,821;-748,659;1103;"52";"#N/A";"#N/A";"M";"35--50";"#N/A";-12,8;11,1;"2.65";"y";"12";688;"4.646.664.167";"4.646.664.167";"Mid-elevation";11,98;2,41;136,68;0,8;0,03;0,04;1,52;0,01;0,000264277;"2.17e-06";"4.25e-05";"7.33e-07";"Henry, E.-M. L. (2008). Examining Wari influence in the Las Trancas Valley, Peru using oxygen isotopes from bone carbonate. M.A. Thesis. UC San Diego, San Diego, CA.";NA
"267";"Las Trancas Valley IMP";"Las Trancas Valley";"Nasca Basin";"South Coast";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-149,821;-748,659;1104;"260";"#N/A";"#N/A";"M";"40+";"#N/A";-12,5;9,6;"2.82";"y";"11.2";688;"4.646.664.167";"4.646.664.167";"Mid-elevation";11,98;2,4;136,68;0,8;0,03;0,04;1,53;0,01;0,00026336;"2.17e-06";"4.27e-05";"7.29e-07";"Henry, E.-M. L. (2008). Examining Wari influence in the Las Trancas Valley, Peru using oxygen isotopes from bone carbonate. M.A. Thesis. UC San Diego, San Diego, CA.";NA
"268";"Las Trancas Valley IMP";"Las Trancas Valley";"Nasca Basin";"South Coast";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-149,821;-748,659;1105;"265";"#N/A";"#N/A";"M";"20--34";"#N/A";-12,1;8,2;"2.8";"y";"14.6";688;"4.646.664.167";"4.646.664.167";"Mid-elevation";11,98;2,4;136,68;0,8;0,03;0,04;1,54;0,01;0,00026456;"2.17e-06";"4.33e-05";"7.35e-07";"Henry, E.-M. L. (2008). Examining Wari influence in the Las Trancas Valley, Peru using oxygen isotopes from bone carbonate. M.A. Thesis. UC San Diego, San Diego, CA.";NA
"269";"Las Trancas Valley IMP";"Las Trancas Valley";"Nasca Basin";"South Coast";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-149,821;-748,659;1106;"262";"#N/A";"#N/A";"M";"20--34";"#N/A";-11,7;10;"2.79";"y";"12.8";688;"4.646.664.167";"4.646.664.167";"Mid-elevation";11,98;2,4;136,68;0,8;0,03;0,04;1,53;0,01;0,00026365;"2.17e-06";"4.29e-05";"7.43e-07";"Henry, E.-M. L. (2008). Examining Wari influence in the Las Trancas Valley, Peru using oxygen isotopes from bone carbonate. M.A. Thesis. UC San Diego, San Diego, CA.";NA
"270";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1229;"MRN18H";"#N/A";"#N/A";"M";"16--20";"#N/A";-9,2;9,1;"3.2";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,66;0,01;0,000270035;"2.09e-06";"4.7e-05";"7.19e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"271";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1259;"MRN50H";"#N/A";"#N/A";"F";"YA";"#N/A";-9,6;9,9;"3.2";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,65;0,01;0,000269172;"2.1e-06";"4.67e-05";"7.22e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"272";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1260;"MRN52H";"#N/A";"#N/A";"F";"25--40";"#N/A";-9,3;10,8;"3.27";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,66;0,01;0,00027029;"2.11e-06";"4.69e-05";"7.25e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"273";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1265;"MRN57H";"#N/A";"#N/A";"F";"20--25";"#N/A";-10,5;8,8;"3.22";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,66;0,01;0,00027016;"2.09e-06";"4.68e-05";"7.29e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"274";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1266;"MRN60H";"#N/A";"#N/A";"M";"35--50";"#N/A";-7,6;10,5;"3.2";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,66;0,01;0,000270401;"2.1e-06";"4.72e-05";"7.23e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"275";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1275;"MRN70H";"#N/A";"#N/A";"F";"J--A";"#N/A";-8;10,7;"3.24";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,65;0,01;0,000269059;"2.1e-06";"4.72e-05";"7.28e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"276";"Marayniyoq";"Marayniyoq";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,257;-74,212;1276;"MRN71H";"#N/A";"#N/A";"F";"50--60";"#N/A";-9,3;10,5;"3.25";"y";"#N/A";2911;"2.193.306.812";"2.193.306.812";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,65;0,01;0,000269432;"2.09e-06";"4.64e-05";"7.19e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"277";"Nawinpukio";"Nawinpukio";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-131,724;-741,842;1281;"5";"NP6H";"#N/A";"M";"35--50";"#N/A";-11,17;9,93;"3.2";"y";"5.6";2784;"2.197.861.796";"2.197.861.796";"Mid-elevation";11,97;2,39;136,82;0,81;0,03;0,05;2,11;0,01;0,000236319;"2.74e-06";"4.22e-05";"8.55e-07";"Finucane, B. C. (2008). Trophy heads from Nawinpukio, Perú: Physical and chemical analysis of Huarpa?era modified human remains. American Journal of Physical Anthropology, 135(1), 75-84.";1401
"278";"Nawinpukio";"Nawinpukio";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-131,724;-741,842;1283;"6b";"NP10H";"#N/A";"F";"30--40";"#N/A";-11,8;8,5;"3.23";"y";"10.4";2784;"2.197.861.796";"2.197.861.796";"Mid-elevation";11,97;2,39;136,82;0,81;0,04;0,05;2,1;0,01;0,000235505;"2.76e-06";"4.19e-05";"8.45e-07";"Finucane, B. C. (2008). Trophy heads from Nawinpukio, Perú: Physical and chemical analysis of Huarpa?era modified human remains. American Journal of Physical Anthropology, 135(1), 75-84.";1400
"279";"Nawinpukio";"Nawinpukio";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-131,724;-741,842;1284;"9";"NP11H";"#N/A";"F";"35--50";"#N/A";-9,7;9,5;"3.23";"y";"12.1";2784;"2.197.861.796";"2.197.861.796";"Mid-elevation";11,97;2,39;136,82;0,81;0,04;0,05;2,05;0,01;0,000236387;"2.74e-06";"4.15e-05";"8.67e-07";"Finucane, B. C. (2008). Trophy heads from Nawinpukio, Perú: Physical and chemical analysis of Huarpa?era modified human remains. American Journal of Physical Anthropology, 135(1), 75-84.";1399
"280";"Nawinpukio";"Nawinpukio";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-131,724;-741,842;1285;"10";"NP12H";"#N/A";"M";"20--35";"#N/A";-12,5;8,7;"3.21";"y";"8.2";2784;"2.197.861.796";"2.197.861.796";"Mid-elevation";11,97;2,39;136,82;0,81;0,04;0,05;2,08;0,01;0,000236112;"2.76e-06";"4.21e-05";"8.51e-07";"Finucane, B. C. (2008). Trophy heads from Nawinpukio, Perú: Physical and chemical analysis of Huarpa?era modified human remains. American Journal of Physical Anthropology, 135(1), 75-84.";1399
"281";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1293;"s-52";"M-4=5";"#N/A";"M";"#N/A";"#N/A";-13,88;6,67;"3.2";"y";"15.2";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,04;0,01;0,000247878;"2.38e-06";"3.7e-05";"8,00E-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1253
"282";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1294;"s-53";"M-5=3";"#N/A";"F";"#N/A";"#N/A";-12,78;7,95;"3.3";"y";"6.3";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,05;0,01;0,000247965;"2.38e-06";"3.66e-05";"7.95e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1249
"283";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1295;"s-54";"M-7=3";"#N/A";"M";"#N/A";"#N/A";-11,21;8,81;"3.1";"y";"14.6";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,05;0,01;0,000247794;"2.37e-06";"3.69e-05";"8,00E-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1251
"284";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1296;"s-132";"M-1=7";"#N/A";"M";"#N/A";"#N/A";-12,98;10,15;"3.16";"y";"21";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,03;0,01;0,000247755;"2.36e-06";"3.71e-05";"7.95e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1253
"285";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1297;"s-133";"M-2=3";"#N/A";"F";"#N/A";"#N/A";-13,86;6,81;"3.25";"y";"18.3";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,03;0,01;0,000248071;"2.37e-06";"3.65e-05";"7.83e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1251
"286";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1298;"s-55";"S-8=2";"#N/A";"F";"#N/A";"#N/A";-14,5;10,45;"3.27";"y";"12.5";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,04;0,01;0,000248027;"2.36e-06";"3.74e-05";"7.81e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1248
"287";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1299;"s-56";"S-2=2";"#N/A";"M";"#N/A";"#N/A";-12,03;6,82;"3.1";"y";"4.5";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,03;0,01;0,000247771;"2.36e-06";"3.72e-05";"8.06e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1252
"288";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1300;"s-130";"2-6=1";"#N/A";"M";"#N/A";"#N/A";-9,56;9,65;"3.09";"y";"17.5";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,04;0,01;0,000247313;"2.37e-06";"3.72e-05";"7.99e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1251
"289";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1301;"s-131";"S-7=2";"#N/A";"M";"#N/A";"#N/A";-11,93;8,91;"3.17";"y";"23.4";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,04;0,01;0,000248184;"2.37e-06";"3.69e-05";"7.95e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1253
"290";"Omo Tiwanaku";"Omo";"Moquegua Valley";"South Highlands";"Middle Horizon";1450;1050;1450;1050;NA;NA;"#N/A";"#N/A";-172,435;-709,739;1302;"s-57";"B-13=2006";"#N/A";"F";"#N/A";"#N/A";-14,67;5,72;"3.2";"y";"15.7";1229;"4.925.655.098";"4.925.655.098";"Mid-elevation";11,61;1,17;111,88;0,97;0,03;0,02;2,03;0,01;0,000247492;"2.38e-06";"3.62e-05";"7.9e-07";"Sandness, K. L. (1992). Temporal and spatial dietary variability in the prehistoric lower and middle Osmore drainage: the carbon and nitrogen isotope evidence. M.A. Thesis. University of Nebraska--Lincoln, Lincoln, NE.";1251
"291";"Qasa Pampa";"Qasa Pampa";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,503;-741,959;1386;"QP1H";"#N/A";"#N/A";"F";"Adult";"#N/A";-12,6;7,6;"3.2";"y";"#N/A";2630;"2.205.421.124";"2.205.421.124";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,65;0,01;0,000269163;"2.09e-06";"4.67e-05";"7.29e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"292";"Qasa Pampa";"Qasa Pampa";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1250;900;NA;NA;"#N/A";"#N/A";-130,503;-741,959;1387;"QP2H";"#N/A";"#N/A";"F";"45--50";"#N/A";-14;8,4;"3.21";"y";"#N/A";2630;"2.205.421.124";"2.205.421.124";"Mid-elevation";11,99;2,41;136,37;0,8;0,04;0,04;1,66;0,01;0,000269651;"2.09e-06";"4.65e-05";"7.19e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"293";"Qasa Pampa";"Qasa Pampa";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;795;681;886;27;"795";"681";-130,503;-741,959;1388;"QP3H";"OxA-15382";"#N/A";"F";"Adult";"#N/A";-10,4;8,3;"3.25";"y";"#N/A";2630;"2.205.421.124";"2.205.421.124";"Mid-elevation";12,09;2,44;131,67;0,78;0,03;0,05;2,27;0,01;3,7e-05;"1.89e-06";"1.34e-05";"6.85e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"294";"Qasa Pampa";"Qasa Pampa";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1250;900;1261;1065;1269;28;"1261";"1065";-130,503;-741,959;1393;"QP8H";"OxA-15383";"#N/A";"M";"Adult";"#N/A";-11,7;9,2;"3.24";"y";"#N/A";2630;"2.205.421.124";"2.205.421.124";"Mid-elevation";11,97;2,41;136,52;0,8;0,02;0,04;1,55;0,01;4,58e-05;"2.19e-06";"1.52e-05";"7.28e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";NA
"295";"Trigopampa HQ";"Trigopampa - Huanca Qasa";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1265;1070;1287;28;"1265";"1070";-130,887;-742,708;1476;"HQ3H";"HQ3H";"#N/A";"F";"50--59";"#N/A";-14;9;"3.19";"y";"#N/A";2483;"2.118.151.581";"2.118.151.581";"Mid-elevation";11,97;2,4;136,52;0,8;0,03;0,04;1,61;0,01;4,57e-05;"2.18e-06";"1.54e-05";"7.27e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";1157
"296";"Trigopampa TO";"Trigopampa - Tanto Orqo";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-130,887;-742,708;1480;"TO3H";"#N/A";"#N/A";"M";"35--39";"#N/A";-9,6;8,6;"3.33";"y";"#N/A";2483;"2.118.151.581";"2.118.151.581";"Mid-elevation";11,97;2,39;136,82;0,81;0,04;0,05;2,06;0,01;0,000236017;"2.74e-06";"4.17e-05";"8.57e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";1402
"297";"Trigopampa TO";"Trigopampa - Tanto Orqo";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-130,887;-742,708;1482;"TO6H";"#N/A";"#N/A";"M";"27--30";"#N/A";-11,9;7,8;"3.25";"y";"#N/A";2483;"2.118.151.581";"2.118.151.581";"Mid-elevation";11,97;2,39;136,82;0,81;0,03;0,05;2,08;0,01;0,000235904;"2.73e-06";"4.2e-05";"8.48e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";1398
"298";"Trigopampa TO";"Trigopampa - Tanto Orqo";"Ayacucho Valley";"Central Highlands";"Middle Horizon";1550;1250;1550;1250;NA;NA;"#N/A";"#N/A";-130,887;-742,708;1483;"TO8H";"#N/A";"#N/A";"F";"40--50";"#N/A";-13,8;8,1;"3.33";"y";"#N/A";2483;"2.118.151.581";"2.118.151.581";"Mid-elevation";11,97;2,39;136,82;0,81;0,04;0,05;2,08;0,01;0,000236316;"2.74e-06";"4.17e-05";"8.46e-07";"Finucane, B. C. (2009). Maize and sociopolitical complexity in the Ayacucho Valley, Peru. Current Anthropology, 50(4), 535-545.";1402
"299";"Tumilaca La Chimba MH";"Tumilaca La Chimba";"Moquegua Valley";"South Highlands";"Middle Horizon";1000;700;1000;700;NA;NA;"#N/A";"#N/A";-171,467;-708,584;1490;"Burial 44-5";"BQ05-B";"#N/A";"M";"35--42";"#N/A";-11,65;8,35;"2.82";"y";"#N/A";1776;"6.521.090.822";"6.521.090.822";"Mid-elevation";11,7;1,16;109,36;0,96;0,05;0,01;2,03;0,01;0,000295324;"1.87e-06";"3.89e-05";"6.85e-07";"Quispe Vilcahuaman, B. I. (2018). Investigating Paleodiet and Mobility throughout Stable Isotope Analysis at the Site of Tumilaca La Chimba, Moquegua, Peru. M.A. Thesis. Georgia Southern University, Atlanta, GA.";850
"300";"Tumilaca La Chimba MH";"Tumilaca La Chimba";"Moquegua Valley";"South Highlands";"Middle Horizon";1000;700;1000;700;NA;NA;"#N/A";"#N/A";-171,467;-708,584;1491;"Burial 47-6";"BQ39-B";"#N/A";"F";"21--24";"#N/A";-12,57;9,13;"2.84";"y";"#N/A";1776;"6.521.090.822";"6.521.090.822";"Mid-elevation";11,7;1,16;109,36;0,96;0,05;0,01;2,04;0,01;0,000295335;"1.87e-06";"3.9e-05";"6.79e-07";"Quispe Vilcahuaman, B. I. (2018). Investigating Paleodiet and Mobility throughout Stable Isotope Analysis at the Site of Tumilaca La Chimba, Moquegua, Peru. M.A. Thesis. Georgia Southern University, Atlanta, GA.";852
"301";"Tumilaca La Chimba MH";"Tumilaca La Chimba";"Moquegua Valley";"South Highlands";"Middle Horizon";1000;700;1000;700;NA;NA;"#N/A";"#N/A";-171,467;-708,584;1492;"Burial 44-1";"BQ44-B";"#N/A";"F";"#N/A";"#N/A";-15,17;10,91;"3.66";"y";"#N/A";1776;"6.521.090.822";"6.521.090.822";"Mid-elevation";11,7;1,16;109,36;0,96;0,05;0,01;2,05;0,01;0,000295897;"1.87e-06";"3.92e-05";"6.9e-07";"Quispe Vilcahuaman, B. I. (2018). Investigating Paleodiet and Mobility throughout Stable Isotope Analysis at the Site of Tumilaca La Chimba, Moquegua, Peru. M.A. Thesis. Georgia Southern University, Atlanta, GA.";850
"302";"Tumilaca La Chimba MH";"Tumilaca La Chimba";"Moquegua Valley";"South Highlands";"Middle Horizon";1000;700;1000;700;NA;NA;"#N/A";"#N/A";-171,467;-708,584;1493;"Burial 46-14";"BQ47-B";"#N/A";"F";"#N/A";"#N/A";-17,16;10,89;"2.77";"y";"#N/A";1776;"6.521.090.822";"6.521.090.822";"Mid-elevation";11,7;1,16;109,36;0,96;0,05;0,01;2,05;0,01;0,000295548;"1.88e-06";"3.85e-05";"6.94e-07";"Quispe Vilcahuaman, B. I. (2018). Investigating Paleodiet and Mobility throughout Stable Isotope Analysis at the Site of Tumilaca La Chimba, Moquegua, Peru. M.A. Thesis. Georgia Southern University, Atlanta, GA.";849
"303";"Jauja LIP";"Jauja";"Mantaro Valley";"Central Highlands";"Late Intermediate Period";650;490;650;490;NA;NA;"#N/A";"#N/A";-117,575;-75,564;1590;"1080";"#N/A";"#N/A";"F";"#N/A";"#N/A";-16,77;8,63;"99";"y";"#N/A";3759;"1.502.978.176";"1.502.978.176";"Highland";14,73;2,6;89,14;0,66;0,04;0,03;1,58;0,01;0,000337472;"2.26e-06";"5.83e-05";"1.1e-06";"Hastorf, C. A. (1990). The effect of the Inka state on Sausa agricultural production and crop consumption. American Antiquity, 262-290.";NA
"304";"Jauja LIP";"Jauja";"Mantaro Valley";"Central Highlands";"Late Intermediate Period";650;490;650;490;NA;NA;"#N/A";"#N/A";-117,575;-75,564;1600;"1053";"#N/A";"#N/A";"M";"#N/A";"#N/A";-17,51;11,13;"99";"y";"#N/A";3759;"1.502.978.176";"1.502.978.176";"Highland";14,73;2,6;89,14;0,66;0,04;0,03;1,59;0,01;0,000339011;"2.24e-06";"5.96e-05";"1.09e-06";"Hastorf, C. A. (1990). The effect of the Inka state on Sausa agricultural production and crop consumption. American Antiquity, 262-290.";NA
"305";"Sahuara";"Sahuara";"Colca Valley";"South Highlands";"Late Intermediate Period";773;669;773;669;NA;NA;"#N/A";"#N/A";-156,198;-716,383;1658;"20.000.071";"VBIRL-343";"#N/A";"F";"MA";"#N/A";-14,76;12,51;"3.17";"y";"#N/A";3653;"1.483.970.151";"1.483.970.151";"Highland";11,72;1,14;107,63;0,96;0,03;0,02;0,89;0,02;0,00024439;"2.66e-06";"5.18e-05";"1.16e-06";"Velasco, M. C. (2016). Mortuary tradition and social transformation during the Late Intermediate Period (AD 1100-1450): a bioarchaeological analysis of above-Ground burials in the Colca Valley, Peru. Vanderbilt University.";NA
"306";"Sahuara";"Sahuara";"Colca Valley";"South Highlands";"Late Intermediate Period";773;669;773;669;NA;NA;"#N/A";"#N/A";-156,198;-716,383;1659;"20.000.073";"VBIRL-345";"#N/A";"F";"OA";"#N/A";-16,33;12,58;"3.15";"y";"#N/A";3653;"1.483.970.151";"1.483.970.151";"Highland";11,72;1,14;107,63;0,96;0,03;0,02;0,89;0,02;0,000244667;"2.67e-06";"5.19e-05";"1.17e-06";"Velasco, M. C. (2016). Mortuary tradition and social transformation during the Late Intermediate Period (AD 1100-1450): a bioarchaeological analysis of above-Ground burials in the Colca Valley, Peru. Vanderbilt University.";NA
"307";"Sahuara";"Sahuara";"Colca Valley";"South Highlands";"Late Intermediate Period";773;669;773;669;NA;NA;"#N/A";"#N/A";-156,198;-716,383;1660;"20.000.079";"VBIRL-349";"#N/A";"M";"MA";"#N/A";-12,89;13,71;"3.18";"y";"#N/A";3653;"1.483.970.151";"1.483.970.151";"Highland";11,72;1,14;107,63;0,96;0,03;0,02;0,89;0,02;0,000244447;"2.66e-06";"5.23e-05";"1.16e-06";"Velasco, M. C. (2016). Mortuary tradition and social transformation during the Late Intermediate Period (AD 1100-1450): a bioarchaeological analysis of above-Ground burials in the Colca Valley, Peru. Vanderbilt University.";NA
